HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~CURR_BDGT_BAL_AMT::DECIMAL~&~	~&~ACCT_ACTL_XPND_AMT::DECIMAL~&~	~&~ACCT_ENCUM_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211804'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211805'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211806'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211807'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211808'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
