HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~CURR_BDLN_BAL_AMT::DECIMAL~&~	~&~ACLN_ACTLS_BAL_AMT::DECIMAL~&~	~&~ACLN_ENCUM_BAL_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'25000.00'~&~	~&~'489.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'11818.23'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5400'~&~	~&~'---'~&~	~&~'10326.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'203478.00'~&~	~&~'128870.42'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'70084.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'708.00'~&~	~&~'1050.24'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'13819.51'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'9575.08'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7149.23'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'6000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'148.20'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'6080'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'203.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'10000.00'~&~	~&~'23205.73'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'6180'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'818.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'6200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'11598.19'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'7030'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2981.44'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-2893.77'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2995.37'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'26146.96'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-31105.47'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'CS001'~&~	~&~'1699'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'94469.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'68805.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7775.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4816.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631630'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'13073.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'382220.00'~&~	~&~'284686.53'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4013'~&~	~&~'---'~&~	~&~'22427.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4025'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'12.05'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'901.20'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'495.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4086'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'9.45'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4089'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'729.78'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'103.34'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2.70'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4502'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'540.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4535'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1500.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3123.32'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5055'~&~	~&~'---'~&~	~&~'22550.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2652.29'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'5163.43'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'25607.00'~&~	~&~'17645.96'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'1343.00'~&~	~&~'6259.99'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5820'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'81702.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5821'~&~	~&~'---'~&~	~&~'267815.00'~&~	~&~'120983.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'5870'~&~	~&~'---'~&~	~&~'38478.00'~&~	~&~'40206.43'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2654.94'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'6150'~&~	~&~'---'~&~	~&~'4000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1.65'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631631'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'26214.00'~&~	~&~'26214.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'217.96'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'5308.00'~&~	~&~'250.67'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5055'~&~	~&~'---'~&~	~&~'2750.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5199'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3890.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1264.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'805.07'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5820'~&~	~&~'---'~&~	~&~'18156.00'~&~	~&~'18156.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'5870'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'711.54'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631632'~&~	~&~'-----'~&~	~&~'6150'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'917.38'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'223398.93'~&~	~&~'201817.52'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'2310'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3083.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3000.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'4300'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'75.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1.20'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'4616'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'600.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5055'~&~	~&~'---'~&~	~&~'16500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'115.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'16336.38'~&~	~&~'12484.16'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4864.01'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'215.81'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5820'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'32688.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5821'~&~	~&~'---'~&~	~&~'184103.29'~&~	~&~'72310.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'5870'~&~	~&~'---'~&~	~&~'43670.00'~&~	~&~'37623.76'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3427.99'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'6150'~&~	~&~'---'~&~	~&~'3600.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'6200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'600.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'7015'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-12375.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'7030'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'12375.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'7035'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'12375.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'7900'~&~	~&~'---'~&~	~&~'-40810.74'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'34028.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3298.81'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631633'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-3298.81'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'141180.56'~&~	~&~'120391.16'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'12150.52'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'964.64'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4089'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'710.65'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'12.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'400.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'4502'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'536.80'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5027'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'20.97'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1559.91'~&~	~&~'840.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'8932.04'~&~	~&~'775.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3815.69'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5820'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'36312.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5821'~&~	~&~'---'~&~	~&~'98496.00'~&~	~&~'57344.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'5870'~&~	~&~'---'~&~	~&~'20602.00'~&~	~&~'16267.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'1683.24'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631634'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-12.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631635'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'570657.74'~&~	~&~'303652.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631635'~&~	~&~'-----'~&~	~&~'4010'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'17.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631635'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4219.42'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
