HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~FIN_BALANCE_TYP_CD::VARCHAR~&~	~&~FIN_OBJ_TYP_CD::VARCHAR~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EMPLID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~CONTR_GR_BB_AC_AMT::DECIMAL~&~	~&~MO1_ACCT_LN_AMT::DECIMAL~&~	~&~MO2_ACCT_LN_AMT::DECIMAL~&~	~&~MO3_ACCT_LN_AMT::DECIMAL~&~	~&~MO4_ACCT_LN_AMT::DECIMAL~&~	~&~MO5_ACCT_LN_AMT::DECIMAL~&~	~&~MO6_ACCT_LN_AMT::DECIMAL~&~	~&~MO7_ACCT_LN_AMT::DECIMAL~&~	~&~MO8_ACCT_LN_AMT::DECIMAL~&~	~&~MO9_ACCT_LN_AMT::DECIMAL~&~	~&~MO10_ACCT_LN_AMT::DECIMAL~&~	~&~MO11_ACCT_LN_AMT::DECIMAL~&~	~&~MO12_ACCT_LN_AMT::DECIMAL~&~	~&~MO13_ACCT_LN_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001964'~&~	~&~'0000026445'~&~	~&~'531CC9D0FDA76831E0404F8189D83280'~&~	~&~'1'~&~	~&~'75.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'75.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001964'~&~	~&~'0000110613'~&~	~&~'531CC9D0FD996831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'178.50'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000000005'~&~	~&~'531CC9D0FD9C6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'9.31'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000000076'~&~	~&~'531CC9D0FD9D6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1523.60'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000001591'~&~	~&~'531CC9D0FDA46831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'832.51'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000013172'~&~	~&~'531CC9D0FD9E6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'343.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000104797'~&~	~&~'531CC9D0FD9F6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'672.28'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000110528'~&~	~&~'531CC9D0FDA06831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'395.50'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'0000175456'~&~	~&~'531CC9D0FDA16831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'884.31'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'H000000002'~&~	~&~'531CC9D0FDA26831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3925.75'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'H000000003'~&~	~&~'531CC9D0FDA36831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1720.24'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00002965'~&~	~&~'I000000009'~&~	~&~'531CC9D0FDA56831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'797.51'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'00001964'~&~	~&~'0000026445'~&~	~&~'531CC9D0FDA96831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-60.00'~&~	~&~'60.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAA6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'174.28'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'174.28'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAB6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'9043.10'~&~	~&~'0.00'~&~	~&~'20436.36'~&~	~&~'2182.01'~&~	~&~'2182.01'~&~	~&~'606.67'~&~	~&~'606.67'~&~	~&~'432.39'~&~	~&~'606.67'~&~	~&~'606.67'~&~	~&~'606.67'~&~	~&~'606.67'~&~	~&~'606.67'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAC6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'7015.79'~&~	~&~'-949.13'~&~	~&~'-606.66'~&~	~&~'-606.67'~&~	~&~'-606.67'~&~	~&~'-606.66'~&~	~&~'-606.67'~&~	~&~'-606.67'~&~	~&~'-606.66'~&~	~&~'1987.53'~&~	~&~'-3807.53'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAD6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'98.03'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1.49'~&~	~&~'96.54'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1.19'~&~	~&~'-1.19'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAE6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'-88.44'~&~	~&~'0.00'~&~	~&~'88.44'~&~	~&~'2.65'~&~	~&~'-40.06'~&~	~&~'-19.24'~&~	~&~'36.75'~&~	~&~'-35.31'~&~	~&~'-5.20'~&~	~&~'3.28'~&~	~&~'-3.68'~&~	~&~'12.17'~&~	~&~'7.42'~&~	~&~'-47.22'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDAF6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'5607.95'~&~	~&~'0.00'~&~	~&~'19180.49'~&~	~&~'1348.57'~&~	~&~'1303.08'~&~	~&~'413.63'~&~	~&~'376.87'~&~	~&~'258.07'~&~	~&~'403.52'~&~	~&~'360.96'~&~	~&~'371.66'~&~	~&~'369.40'~&~	~&~'369.06'~&~	~&~'33.13'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB06831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-91.09'~&~	~&~'40.06'~&~	~&~'19.24'~&~	~&~'-36.75'~&~	~&~'35.31'~&~	~&~'5.20'~&~	~&~'-3.28'~&~	~&~'3.68'~&~	~&~'-12.17'~&~	~&~'-7.42'~&~	~&~'47.22'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB16831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3537.96'~&~	~&~'-478.63'~&~	~&~'-305.93'~&~	~&~'-305.94'~&~	~&~'-305.93'~&~	~&~'-305.93'~&~	~&~'-305.93'~&~	~&~'-305.94'~&~	~&~'-305.93'~&~	~&~'1002.28'~&~	~&~'-1920.08'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB26831E0404F8189D83280'~&~	~&~'1'~&~	~&~'4935.70'~&~	~&~'0.00'~&~	~&~'11264.20'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'493.57'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB36831E0404F8189D83280'~&~	~&~'1'~&~	~&~'987.13'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'5429.23'~&~	~&~'-493.57'~&~	~&~'-493.56'~&~	~&~'-493.57'~&~	~&~'-493.57'~&~	~&~'-493.56'~&~	~&~'-493.57'~&~	~&~'-493.56'~&~	~&~'-493.57'~&~	~&~'-493.57'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'5773'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB46831E0404F8189D83280'~&~	~&~'1'~&~	~&~'186.68'~&~	~&~'0.00'~&~	~&~'2778.53'~&~	~&~'62.76'~&~	~&~'68.15'~&~	~&~'55.77'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00005498'~&~	~&~'0000001234'~&~	~&~'531CC9D0FDB56831E0404F8189D83280'~&~	~&~'1'~&~	~&~'34090.20'~&~	~&~'0.00'~&~	~&~'110367.39'~&~	~&~'0.00'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'3787.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00005498'~&~	~&~'0000001234'~&~	~&~'531CC9D0FDB66831E0404F8189D83280'~&~	~&~'1'~&~	~&~'3787.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'34090.19'~&~	~&~'-3787.79'~&~	~&~'-3787.80'~&~	~&~'-3787.80'~&~	~&~'-3787.81'~&~	~&~'-3787.79'~&~	~&~'-3787.80'~&~	~&~'-3787.80'~&~	~&~'-3787.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB76831E0404F8189D83280'~&~	~&~'1'~&~	~&~'4772.61'~&~	~&~'0.00'~&~	~&~'14142.25'~&~	~&~'0.00'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'530.29'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB86831E0404F8189D83280'~&~	~&~'1'~&~	~&~'530.29'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'4772.63'~&~	~&~'-530.29'~&~	~&~'-530.30'~&~	~&~'-530.29'~&~	~&~'-530.29'~&~	~&~'-530.29'~&~	~&~'-530.29'~&~	~&~'-530.30'~&~	~&~'-530.29'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDB96831E0404F8189D83280'~&~	~&~'1'~&~	~&~'2406.78'~&~	~&~'0.00'~&~	~&~'7793.32'~&~	~&~'0.00'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'267.42'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDBA6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'267.42'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2406.77'~&~	~&~'-267.42'~&~	~&~'-267.42'~&~	~&~'-267.42'~&~	~&~'-267.42'~&~	~&~'-267.42'~&~	~&~'-267.41'~&~	~&~'-267.42'~&~	~&~'-267.42'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDBB6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'6136.20'~&~	~&~'0.00'~&~	~&~'20148.57'~&~	~&~'0.00'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'681.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0FDBC6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'681.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'6136.23'~&~	~&~'-681.80'~&~	~&~'-681.80'~&~	~&~'-681.81'~&~	~&~'-681.80'~&~	~&~'-681.80'~&~	~&~'-681.81'~&~	~&~'-681.80'~&~	~&~'-681.81'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'INST1'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'00001185'~&~	~&~'0000001234'~&~	~&~'531CC9D0FDBD6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'-1378.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-1378.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631646'~&~	~&~'INST1'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001185'~&~	~&~'0000001234'~&~	~&~'531CC9D0FDBE6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'2754.30'~&~	~&~'0.00'~&~	~&~'1375.50'~&~	~&~'687.75'~&~	~&~'687.75'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1378.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658350000'~&~	~&~]RECORD
