HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_AUTO_PO_LMT::DECIMAL~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'IN'~&~	~&~'UROL'~&~	~&~'24E6069F9110A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'UROP'~&~	~&~'24E6069F9111A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'UTIL'~&~	~&~'24E6069F9112A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'UTIM'~&~	~&~'24E6069F9113A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'UTRV'~&~	~&~'24E6069F9114A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VET'~&~	~&~'24E6069F9115A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VPAD'~&~	~&~'24E6069F9116A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VPBL'~&~	~&~'24E6069F9117A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VPIN'~&~	~&~'24E6069F9118A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VPIT'~&~	~&~'24E6069F9119A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WCEN'~&~	~&~'24E6069F911AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WCPR'~&~	~&~'24E6069F911BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WEC'~&~	~&~'24E6069F911CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WKST'~&~	~&~'24E6069F911DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WONC'~&~	~&~'24E6069F911EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'WOST'~&~	~&~'24E6069F911FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZCOM'~&~	~&~'24E6069F9120A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZCON'~&~	~&~'24E6069F9121A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZDBT'~&~	~&~'24E6069F9122A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZEDW'~&~	~&~'24E6069F9123A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZINA'~&~	~&~'24E6069F9124A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZINT'~&~	~&~'24E6069F9125A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZLOA'~&~	~&~'24E6069F9126A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZPLT'~&~	~&~'24E6069F9127A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'ZTAX'~&~	~&~'24E6069F9128A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'UNIV'~&~	~&~'24E6069F9129A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ACAD'~&~	~&~'24E6069F912AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ACSP'~&~	~&~'24E6069F912BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ADMS'~&~	~&~'24E6069F912CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'AFFA'~&~	~&~'24E6069F912DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'AHLT'~&~	~&~'24E6069F912EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'AMST'~&~	~&~'24E6069F912FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ARSC'~&~	~&~'24E6069F9130A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ARSD'~&~	~&~'24E6069F9131A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'AST'~&~	~&~'24E6069F9132A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'AUTM'~&~	~&~'24E6069F9133A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BALS'~&~	~&~'24E6069F9134A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BI'~&~	~&~'24E6069F9135A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BOOK'~&~	~&~'24E6069F9136A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BSPS'~&~	~&~'24E6069F9137A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BURS'~&~	~&~'24E6069F9138A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BUS'~&~	~&~'24E6069F9139A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BUSD'~&~	~&~'24E6069F913AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BUSE'~&~	~&~'24E6069F913BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'BUSM'~&~	~&~'24E6069F913CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CACA'~&~	~&~'24E6069F913DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CADM'~&~	~&~'24E6069F913EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CASS'~&~	~&~'24E6069F913FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CHAN'~&~	~&~'24E6069F9140A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CHOF'~&~	~&~'24E6069F9141A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'COAS'~&~	~&~'24E6069F9142A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'COMM'~&~	~&~'24E6069F9143A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'COMR'~&~	~&~'24E6069F9144A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CONT'~&~	~&~'24E6069F9145A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CSCI'~&~	~&~'24E6069F9146A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CSER'~&~	~&~'24E6069F9147A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CSP'~&~	~&~'24E6069F9148A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CTEC'~&~	~&~'24E6069F9149A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CTED'~&~	~&~'24E6069F914AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CTS'~&~	~&~'24E6069F914BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'CTSD'~&~	~&~'24E6069F914CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DEBT'~&~	~&~'24E6069F914DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DFAC'~&~	~&~'24E6069F914EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DGBU'~&~	~&~'24E6069F914FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DGEN'~&~	~&~'24E6069F9150A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DGMA'~&~	~&~'24E6069F9151A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DGTA'~&~	~&~'24E6069F9152A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'DGTS'~&~	~&~'24E6069F9153A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ECON'~&~	~&~'24E6069F9154A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'EDUC'~&~	~&~'24E6069F9155A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'EDUD'~&~	~&~'24E6069F9156A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'EET'~&~	~&~'24E6069F9157A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ELET'~&~	~&~'24E6069F9158A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'ENG'~&~	~&~'24E6069F9159A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'EXAF'~&~	~&~'24E6069F915AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'EXEC'~&~	~&~'24E6069F915BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'FAFF'~&~	~&~'24E6069F915CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'FINA'~&~	~&~'24E6069F915DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'FIRE'~&~	~&~'24E6069F915EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GALL'~&~	~&~'24E6069F915FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GBS'~&~	~&~'24E6069F9160A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GENA'~&~	~&~'24E6069F9161A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GEOG'~&~	~&~'24E6069F9162A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GER'~&~	~&~'24E6069F9163A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'GRAD'~&~	~&~'24E6069F9164A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HIST'~&~	~&~'24E6069F9165A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HMAN'~&~	~&~'24E6069F9166A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HMEC'~&~	~&~'24E6069F9167A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HON'~&~	~&~'24E6069F9168A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HPER'~&~	~&~'24E6069F9169A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HSDP'~&~	~&~'24E6069F916AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HUM'~&~	~&~'24E6069F916BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HUMD'~&~	~&~'24E6069F916CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'HUMN'~&~	~&~'24E6069F916DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'INCO'~&~	~&~'24E6069F916EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'INTP'~&~	~&~'24E6069F916FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'IUFD'~&~	~&~'24E6069F9170A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'JOUR'~&~	~&~'24E6069F9171A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'KO'~&~	~&~'24E6069F9172A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LABR'~&~	~&~'24E6069F9173A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LABS'~&~	~&~'24E6069F9174A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LART'~&~	~&~'24E6069F9175A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LAW'~&~	~&~'24E6069F9176A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LBRL'~&~	~&~'24E6069F9177A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LBST'~&~	~&~'24E6069F9178A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LEC'~&~	~&~'24E6069F9179A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LIBC'~&~	~&~'24E6069F917AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LIBG'~&~	~&~'24E6069F917BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'LIBR'~&~	~&~'24E6069F917CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MAIL'~&~	~&~'24E6069F917DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MAIS'~&~	~&~'24E6069F917EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MAS'~&~	~&~'24E6069F917FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MATH'~&~	~&~'24E6069F9180A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MDUP'~&~	~&~'24E6069F9181A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MECH'~&~	~&~'24E6069F9182A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MFLG'~&~	~&~'24E6069F9183A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MICR'~&~	~&~'24E6069F9184A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MOTR'~&~	~&~'24E6069F9185A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MREL'~&~	~&~'24E6069F9186A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MUS'~&~	~&~'24E6069F9187A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'MUSD'~&~	~&~'24E6069F9188A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NIMS'~&~	~&~'24E6069F9189A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NSCI'~&~	~&~'24E6069F918AA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NTC'~&~	~&~'24E6069F918BA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NURD'~&~	~&~'24E6069F918CA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NURS'~&~	~&~'24E6069F918DA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'NUTR'~&~	~&~'24E6069F918EA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'OTAC'~&~	~&~'24E6069F918FA19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'OVER'~&~	~&~'24E6069F9190A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'PAII'~&~	~&~'24E6069F9191A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'PARK'~&~	~&~'24E6069F9192A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'PDUP'~&~	~&~'24E6069F9193A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KO'~&~	~&~'PERP'~&~	~&~'24E6069F9194A19EE043814FD881A19E'~&~	~&~'1'~&~	~&~'5000.00'~&~	~&~'Y'~&~	~&~]RECORD
