HEADER[~&~	~&~ENTITY_AFLTN_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~AFLTN_TYP_CD::VARCHAR~&~	~&~CAMPUS_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS3764'~&~	~&~'KFS3764'~&~	~&~'1'~&~	~&~'KFS3764'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3765'~&~	~&~'KFS3765'~&~	~&~'1'~&~	~&~'KFS3765'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3766'~&~	~&~'KFS3766'~&~	~&~'1'~&~	~&~'KFS3766'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3767'~&~	~&~'KFS3767'~&~	~&~'1'~&~	~&~'KFS3767'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3768'~&~	~&~'KFS3768'~&~	~&~'1'~&~	~&~'KFS3768'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3769'~&~	~&~'KFS3769'~&~	~&~'1'~&~	~&~'KFS3769'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3770'~&~	~&~'KFS3770'~&~	~&~'1'~&~	~&~'KFS3770'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3771'~&~	~&~'KFS3771'~&~	~&~'1'~&~	~&~'KFS3771'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3772'~&~	~&~'KFS3772'~&~	~&~'1'~&~	~&~'KFS3772'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3773'~&~	~&~'KFS3773'~&~	~&~'1'~&~	~&~'KFS3773'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3774'~&~	~&~'KFS3774'~&~	~&~'1'~&~	~&~'KFS3774'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3775'~&~	~&~'KFS3775'~&~	~&~'1'~&~	~&~'KFS3775'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3776'~&~	~&~'KFS3776'~&~	~&~'1'~&~	~&~'KFS3776'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3777'~&~	~&~'KFS3777'~&~	~&~'1'~&~	~&~'KFS3777'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3778'~&~	~&~'KFS3778'~&~	~&~'1'~&~	~&~'KFS3778'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3779'~&~	~&~'KFS3779'~&~	~&~'1'~&~	~&~'KFS3779'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3780'~&~	~&~'KFS3780'~&~	~&~'1'~&~	~&~'KFS3780'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3781'~&~	~&~'KFS3781'~&~	~&~'1'~&~	~&~'KFS3781'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3782'~&~	~&~'KFS3782'~&~	~&~'1'~&~	~&~'KFS3782'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3783'~&~	~&~'KFS3783'~&~	~&~'1'~&~	~&~'KFS3783'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3784'~&~	~&~'KFS3784'~&~	~&~'1'~&~	~&~'KFS3784'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3785'~&~	~&~'KFS3785'~&~	~&~'1'~&~	~&~'KFS3785'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3786'~&~	~&~'KFS3786'~&~	~&~'1'~&~	~&~'KFS3786'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3787'~&~	~&~'KFS3787'~&~	~&~'1'~&~	~&~'KFS3787'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3788'~&~	~&~'KFS3788'~&~	~&~'1'~&~	~&~'KFS3788'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3789'~&~	~&~'KFS3789'~&~	~&~'1'~&~	~&~'KFS3789'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3790'~&~	~&~'KFS3790'~&~	~&~'1'~&~	~&~'KFS3790'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3791'~&~	~&~'KFS3791'~&~	~&~'1'~&~	~&~'KFS3791'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3792'~&~	~&~'KFS3792'~&~	~&~'1'~&~	~&~'KFS3792'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3793'~&~	~&~'KFS3793'~&~	~&~'1'~&~	~&~'KFS3793'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3794'~&~	~&~'KFS3794'~&~	~&~'1'~&~	~&~'KFS3794'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3795'~&~	~&~'KFS3795'~&~	~&~'1'~&~	~&~'KFS3795'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3796'~&~	~&~'KFS3796'~&~	~&~'1'~&~	~&~'KFS3796'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3797'~&~	~&~'KFS3797'~&~	~&~'1'~&~	~&~'KFS3797'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3798'~&~	~&~'KFS3798'~&~	~&~'1'~&~	~&~'KFS3798'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3799'~&~	~&~'KFS3799'~&~	~&~'1'~&~	~&~'KFS3799'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3800'~&~	~&~'KFS3800'~&~	~&~'1'~&~	~&~'KFS3800'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3801'~&~	~&~'KFS3801'~&~	~&~'1'~&~	~&~'KFS3801'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3802'~&~	~&~'KFS3802'~&~	~&~'1'~&~	~&~'KFS3802'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3803'~&~	~&~'KFS3803'~&~	~&~'1'~&~	~&~'KFS3803'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3804'~&~	~&~'KFS3804'~&~	~&~'1'~&~	~&~'KFS3804'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3805'~&~	~&~'KFS3805'~&~	~&~'1'~&~	~&~'KFS3805'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3806'~&~	~&~'KFS3806'~&~	~&~'1'~&~	~&~'KFS3806'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3807'~&~	~&~'KFS3807'~&~	~&~'1'~&~	~&~'KFS3807'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3808'~&~	~&~'KFS3808'~&~	~&~'1'~&~	~&~'KFS3808'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3809'~&~	~&~'KFS3809'~&~	~&~'1'~&~	~&~'KFS3809'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3810'~&~	~&~'KFS3810'~&~	~&~'1'~&~	~&~'KFS3810'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3811'~&~	~&~'KFS3811'~&~	~&~'1'~&~	~&~'KFS3811'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3812'~&~	~&~'KFS3812'~&~	~&~'1'~&~	~&~'KFS3812'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3813'~&~	~&~'KFS3813'~&~	~&~'1'~&~	~&~'KFS3813'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3814'~&~	~&~'KFS3814'~&~	~&~'1'~&~	~&~'KFS3814'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3815'~&~	~&~'KFS3815'~&~	~&~'1'~&~	~&~'KFS3815'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3816'~&~	~&~'KFS3816'~&~	~&~'1'~&~	~&~'KFS3816'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3817'~&~	~&~'KFS3817'~&~	~&~'1'~&~	~&~'KFS3817'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3818'~&~	~&~'KFS3818'~&~	~&~'1'~&~	~&~'KFS3818'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3819'~&~	~&~'KFS3819'~&~	~&~'1'~&~	~&~'KFS3819'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3820'~&~	~&~'KFS3820'~&~	~&~'1'~&~	~&~'KFS3820'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3821'~&~	~&~'KFS3821'~&~	~&~'1'~&~	~&~'KFS3821'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3822'~&~	~&~'KFS3822'~&~	~&~'1'~&~	~&~'KFS3822'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3823'~&~	~&~'KFS3823'~&~	~&~'1'~&~	~&~'KFS3823'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3824'~&~	~&~'KFS3824'~&~	~&~'1'~&~	~&~'KFS3824'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3825'~&~	~&~'KFS3825'~&~	~&~'1'~&~	~&~'KFS3825'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3826'~&~	~&~'KFS3826'~&~	~&~'1'~&~	~&~'KFS3826'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3827'~&~	~&~'KFS3827'~&~	~&~'1'~&~	~&~'KFS3827'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3828'~&~	~&~'KFS3828'~&~	~&~'1'~&~	~&~'KFS3828'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3829'~&~	~&~'KFS3829'~&~	~&~'1'~&~	~&~'KFS3829'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3830'~&~	~&~'KFS3830'~&~	~&~'1'~&~	~&~'KFS3830'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3831'~&~	~&~'KFS3831'~&~	~&~'1'~&~	~&~'KFS3831'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3832'~&~	~&~'KFS3832'~&~	~&~'1'~&~	~&~'KFS3832'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3833'~&~	~&~'KFS3833'~&~	~&~'1'~&~	~&~'KFS3833'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3834'~&~	~&~'KFS3834'~&~	~&~'1'~&~	~&~'KFS3834'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3835'~&~	~&~'KFS3835'~&~	~&~'1'~&~	~&~'KFS3835'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3836'~&~	~&~'KFS3836'~&~	~&~'1'~&~	~&~'KFS3836'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3837'~&~	~&~'KFS3837'~&~	~&~'1'~&~	~&~'KFS3837'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3838'~&~	~&~'KFS3838'~&~	~&~'1'~&~	~&~'KFS3838'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3839'~&~	~&~'KFS3839'~&~	~&~'1'~&~	~&~'KFS3839'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3840'~&~	~&~'KFS3840'~&~	~&~'1'~&~	~&~'KFS3840'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3841'~&~	~&~'KFS3841'~&~	~&~'1'~&~	~&~'KFS3841'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3842'~&~	~&~'KFS3842'~&~	~&~'1'~&~	~&~'KFS3842'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3843'~&~	~&~'KFS3843'~&~	~&~'1'~&~	~&~'KFS3843'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3844'~&~	~&~'KFS3844'~&~	~&~'1'~&~	~&~'KFS3844'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3845'~&~	~&~'KFS3845'~&~	~&~'1'~&~	~&~'KFS3845'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3846'~&~	~&~'KFS3846'~&~	~&~'1'~&~	~&~'KFS3846'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3847'~&~	~&~'KFS3847'~&~	~&~'1'~&~	~&~'KFS3847'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3848'~&~	~&~'KFS3848'~&~	~&~'1'~&~	~&~'KFS3848'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3849'~&~	~&~'KFS3849'~&~	~&~'1'~&~	~&~'KFS3849'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3850'~&~	~&~'KFS3850'~&~	~&~'1'~&~	~&~'KFS3850'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3851'~&~	~&~'KFS3851'~&~	~&~'1'~&~	~&~'KFS3851'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3852'~&~	~&~'KFS3852'~&~	~&~'1'~&~	~&~'KFS3852'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3853'~&~	~&~'KFS3853'~&~	~&~'1'~&~	~&~'KFS3853'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3854'~&~	~&~'KFS3854'~&~	~&~'1'~&~	~&~'KFS3854'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3855'~&~	~&~'KFS3855'~&~	~&~'1'~&~	~&~'KFS3855'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3856'~&~	~&~'KFS3856'~&~	~&~'1'~&~	~&~'KFS3856'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3857'~&~	~&~'KFS3857'~&~	~&~'1'~&~	~&~'KFS3857'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3858'~&~	~&~'KFS3858'~&~	~&~'1'~&~	~&~'KFS3858'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3859'~&~	~&~'KFS3859'~&~	~&~'1'~&~	~&~'KFS3859'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3860'~&~	~&~'KFS3860'~&~	~&~'1'~&~	~&~'KFS3860'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3861'~&~	~&~'KFS3861'~&~	~&~'1'~&~	~&~'KFS3861'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3862'~&~	~&~'KFS3862'~&~	~&~'1'~&~	~&~'KFS3862'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3863'~&~	~&~'KFS3863'~&~	~&~'1'~&~	~&~'KFS3863'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3864'~&~	~&~'KFS3864'~&~	~&~'1'~&~	~&~'KFS3864'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3865'~&~	~&~'KFS3865'~&~	~&~'1'~&~	~&~'KFS3865'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3866'~&~	~&~'KFS3866'~&~	~&~'1'~&~	~&~'KFS3866'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3867'~&~	~&~'KFS3867'~&~	~&~'1'~&~	~&~'KFS3867'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3868'~&~	~&~'KFS3868'~&~	~&~'1'~&~	~&~'KFS3868'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3869'~&~	~&~'KFS3869'~&~	~&~'1'~&~	~&~'KFS3869'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3870'~&~	~&~'KFS3870'~&~	~&~'1'~&~	~&~'KFS3870'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3871'~&~	~&~'KFS3871'~&~	~&~'1'~&~	~&~'KFS3871'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3872'~&~	~&~'KFS3872'~&~	~&~'1'~&~	~&~'KFS3872'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
