HEADER[~&~	~&~PRNCPL_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PRNCPL_NM::VARCHAR~&~	~&~ENTITY_ID::VARCHAR~&~	~&~PRNCPL_PSWD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'5163208565'~&~	~&~'KFS5163208565'~&~	~&~'1'~&~	~&~'kjulius'~&~	~&~'KFS3040'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5163907497'~&~	~&~'KFS5163907497'~&~	~&~'1'~&~	~&~'sobojorq'~&~	~&~'KFS3518'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5166508090'~&~	~&~'KFS5166508090'~&~	~&~'1'~&~	~&~'lyarber'~&~	~&~'KFS3545'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5166900312'~&~	~&~'KFS5166900312'~&~	~&~'1'~&~	~&~'esteele'~&~	~&~'KFS3420'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5168704099'~&~	~&~'KFS5168704099'~&~	~&~'1'~&~	~&~'locandel'~&~	~&~'KFS2568'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5171509918'~&~	~&~'KFS5171509918'~&~	~&~'1'~&~	~&~'lquesenb'~&~	~&~'KFS3854'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5172302837'~&~	~&~'KFS5172302837'~&~	~&~'1'~&~	~&~'aseitz'~&~	~&~'KFS3203'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5175302021'~&~	~&~'KFS5175302021'~&~	~&~'1'~&~	~&~'dubose'~&~	~&~'KFS2967'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5175504470'~&~	~&~'KFS5175504470'~&~	~&~'1'~&~	~&~'eomarble'~&~	~&~'KFS3990'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5176701495'~&~	~&~'KFS5176701495'~&~	~&~'1'~&~	~&~'omarin'~&~	~&~'KFS3522'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5179707129'~&~	~&~'KFS5179707129'~&~	~&~'1'~&~	~&~'aoschexn'~&~	~&~'KFS2742'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5183806303'~&~	~&~'KFS5183806303'~&~	~&~'1'~&~	~&~'jneace'~&~	~&~'KFS3337'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5184906417'~&~	~&~'KFS5184906417'~&~	~&~'1'~&~	~&~'etolenti'~&~	~&~'KFS3695'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5186100361'~&~	~&~'KFS5186100361'~&~	~&~'1'~&~	~&~'moglover'~&~	~&~'KFS3436'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5186102229'~&~	~&~'KFS5186102229'~&~	~&~'1'~&~	~&~'mofortun'~&~	~&~'KFS3834'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5187400048'~&~	~&~'KFS5187400048'~&~	~&~'1'~&~	~&~'evans'~&~	~&~'KFS1783'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5193204888'~&~	~&~'KFS5193204888'~&~	~&~'1'~&~	~&~'losoilea'~&~	~&~'KFS3422'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5206907102'~&~	~&~'KFS5206907102'~&~	~&~'1'~&~	~&~'jpdamato'~&~	~&~'KFS3491'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5210403288'~&~	~&~'KFS5210403288'~&~	~&~'1'~&~	~&~'rpahmed'~&~	~&~'KFS3673'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5214509007'~&~	~&~'KFS5214509007'~&~	~&~'1'~&~	~&~'lplingo'~&~	~&~'KFS3312'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5222808600'~&~	~&~'KFS5222808600'~&~	~&~'1'~&~	~&~'aasberry'~&~	~&~'KFS3668'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5223406485'~&~	~&~'KFS5223406485'~&~	~&~'1'~&~	~&~'cphovis'~&~	~&~'KFS1022'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5231501612'~&~	~&~'KFS5231501612'~&~	~&~'1'~&~	~&~'hstringe'~&~	~&~'KFS1083'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5238208156'~&~	~&~'KFS5238208156'~&~	~&~'1'~&~	~&~'jpvarnad'~&~	~&~'KFS3440'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5238503444'~&~	~&~'KFS5238503444'~&~	~&~'1'~&~	~&~'mylarge'~&~	~&~'KFS3078'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5240003343'~&~	~&~'KFS5240003343'~&~	~&~'1'~&~	~&~'besnead'~&~	~&~'KFS3405'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5242108705'~&~	~&~'KFS5242108705'~&~	~&~'1'~&~	~&~'mormsby'~&~	~&~'KFS3286'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5245605311'~&~	~&~'KFS5245605311'~&~	~&~'1'~&~	~&~'felker'~&~	~&~'KFS1017'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5246301400'~&~	~&~'KFS5246301400'~&~	~&~'1'~&~	~&~'spaldrid'~&~	~&~'KFS3478'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5246402917'~&~	~&~'KFS5246402917'~&~	~&~'1'~&~	~&~'kpcosby'~&~	~&~'KFS2784'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5248201148'~&~	~&~'KFS5248201148'~&~	~&~'1'~&~	~&~'leldridg'~&~	~&~'KFS3921'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5251106649'~&~	~&~'KFS5251106649'~&~	~&~'1'~&~	~&~'rpgailey'~&~	~&~'KFS1043'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5253907165'~&~	~&~'KFS5253907165'~&~	~&~'1'~&~	~&~'tcolella'~&~	~&~'KFS3156'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5254708562'~&~	~&~'KFS5254708562'~&~	~&~'1'~&~	~&~'bkiely'~&~	~&~'KFS3929'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5262907175'~&~	~&~'KFS5262907175'~&~	~&~'1'~&~	~&~'ktowner'~&~	~&~'KFS2838'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5263304328'~&~	~&~'KFS5263304328'~&~	~&~'1'~&~	~&~'smoll'~&~	~&~'KFS3278'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5263908889'~&~	~&~'KFS5263908889'~&~	~&~'1'~&~	~&~'sprigdon'~&~	~&~'KFS2999'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5264206522'~&~	~&~'KFS5264206522'~&~	~&~'1'~&~	~&~'rprobich'~&~	~&~'KFS3437'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5267600242'~&~	~&~'KFS5267600242'~&~	~&~'1'~&~	~&~'mfrazier'~&~	~&~'KFS3301'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5268706644'~&~	~&~'KFS5268706644'~&~	~&~'1'~&~	~&~'lphoggar'~&~	~&~'KFS3072'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5269109539'~&~	~&~'KFS5269109539'~&~	~&~'1'~&~	~&~'splittle'~&~	~&~'KFS3073'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5270505628'~&~	~&~'KFS5270505628'~&~	~&~'1'~&~	~&~'mpchick'~&~	~&~'KFS3149'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5273000148'~&~	~&~'KFS5273000148'~&~	~&~'1'~&~	~&~'nphunt'~&~	~&~'KFS3898'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5275500357'~&~	~&~'KFS5275500357'~&~	~&~'1'~&~	~&~'epfarmer'~&~	~&~'KFS2808'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5275603672'~&~	~&~'KFS5275603672'~&~	~&~'1'~&~	~&~'cpcheung'~&~	~&~'KFS3448'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5282906856'~&~	~&~'KFS5282906856'~&~	~&~'1'~&~	~&~'nlovelad'~&~	~&~'KFS3536'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5284404032'~&~	~&~'KFS5284404032'~&~	~&~'1'~&~	~&~'jpbuss'~&~	~&~'KFS3753'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5288404715'~&~	~&~'KFS5288404715'~&~	~&~'1'~&~	~&~'rhoden'~&~	~&~'KFS2641'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5291706249'~&~	~&~'KFS5291706249'~&~	~&~'1'~&~	~&~'csilvers'~&~	~&~'KFS2927'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5293405344'~&~	~&~'KFS5293405344'~&~	~&~'1'~&~	~&~'jegbert'~&~	~&~'KFS4033'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5295208044'~&~	~&~'KFS5295208044'~&~	~&~'1'~&~	~&~'dlesko'~&~	~&~'KFS3164'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5298004803'~&~	~&~'KFS5298004803'~&~	~&~'1'~&~	~&~'bpeads'~&~	~&~'KFS3916'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5299507056'~&~	~&~'KFS5299507056'~&~	~&~'1'~&~	~&~'bptull'~&~	~&~'KFS3531'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5302509476'~&~	~&~'KFS5302509476'~&~	~&~'1'~&~	~&~'darneson'~&~	~&~'KFS3232'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5309207209'~&~	~&~'KFS5309207209'~&~	~&~'1'~&~	~&~'tgusman'~&~	~&~'KFS3935'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5321703130'~&~	~&~'KFS5321703130'~&~	~&~'1'~&~	~&~'aqburdet'~&~	~&~'KFS2966'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5326500715'~&~	~&~'KFS5326500715'~&~	~&~'1'~&~	~&~'jeliving'~&~	~&~'KFS2979'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5331201785'~&~	~&~'KFS5331201785'~&~	~&~'1'~&~	~&~'season'~&~	~&~'KFS3117'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5331903365'~&~	~&~'KFS5331903365'~&~	~&~'1'~&~	~&~'keasterl'~&~	~&~'KFS2896'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5334003983'~&~	~&~'KFS5334003983'~&~	~&~'1'~&~	~&~'jqahern'~&~	~&~'KFS3553'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5335305005'~&~	~&~'KFS5335305005'~&~	~&~'1'~&~	~&~'fqedmund'~&~	~&~'KFS3883'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5335603449'~&~	~&~'KFS5335603449'~&~	~&~'1'~&~	~&~'mqgoad'~&~	~&~'KFS3947'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5335901264'~&~	~&~'KFS5335901264'~&~	~&~'1'~&~	~&~'stroud'~&~	~&~'KFS2772'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5340904165'~&~	~&~'KFS5340904165'~&~	~&~'1'~&~	~&~'eqwalsto'~&~	~&~'KFS3037'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5344900879'~&~	~&~'KFS5344900879'~&~	~&~'1'~&~	~&~'jqfreder'~&~	~&~'KFS3850'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5351701368'~&~	~&~'KFS5351701368'~&~	~&~'1'~&~	~&~'aqdwyer'~&~	~&~'KFS3514'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5360205001'~&~	~&~'KFS5360205001'~&~	~&~'1'~&~	~&~'haworth'~&~	~&~'KFS2922'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5360703640'~&~	~&~'KFS5360703640'~&~	~&~'1'~&~	~&~'boliveir'~&~	~&~'KFS3251'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5360707517'~&~	~&~'KFS5360707517'~&~	~&~'1'~&~	~&~'bottinge'~&~	~&~'KFS4030'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5362002681'~&~	~&~'KFS5362002681'~&~	~&~'1'~&~	~&~'ehite'~&~	~&~'KFS3267'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5366808694'~&~	~&~'KFS5366808694'~&~	~&~'1'~&~	~&~'jqskelly'~&~	~&~'KFS3724'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5367103951'~&~	~&~'KFS5367103951'~&~	~&~'1'~&~	~&~'misaacso'~&~	~&~'KFS3464'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5368508241'~&~	~&~'KFS5368508241'~&~	~&~'1'~&~	~&~'asollars'~&~	~&~'KFS3240'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5369106674'~&~	~&~'KFS5369106674'~&~	~&~'1'~&~	~&~'stolman'~&~	~&~'KFS3173'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5370700381'~&~	~&~'KFS5370700381'~&~	~&~'1'~&~	~&~'mortega'~&~	~&~'KFS3005'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5370702076'~&~	~&~'KFS5370702076'~&~	~&~'1'~&~	~&~'mwilling'~&~	~&~'KFS3461'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5373008390'~&~	~&~'KFS5373008390'~&~	~&~'1'~&~	~&~'nqgilroy'~&~	~&~'KFS3600'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5378107921'~&~	~&~'KFS5378107921'~&~	~&~'1'~&~	~&~'eberglun'~&~	~&~'KFS2895'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5379008502'~&~	~&~'KFS5379008502'~&~	~&~'1'~&~	~&~'burd'~&~	~&~'KFS1040'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5384207659'~&~	~&~'KFS5384207659'~&~	~&~'1'~&~	~&~'dqnicol'~&~	~&~'KFS3358'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5384306295'~&~	~&~'KFS5384306295'~&~	~&~'1'~&~	~&~'lqridge'~&~	~&~'KFS3604'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5388101202'~&~	~&~'KFS5388101202'~&~	~&~'1'~&~	~&~'aemery'~&~	~&~'KFS3016'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5390502344'~&~	~&~'KFS5390502344'~&~	~&~'1'~&~	~&~'aqharp'~&~	~&~'KFS3396'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5393601315'~&~	~&~'KFS5393601315'~&~	~&~'1'~&~	~&~'mtomlins'~&~	~&~'KFS3114'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5397206164'~&~	~&~'KFS5397206164'~&~	~&~'1'~&~	~&~'rmunroe'~&~	~&~'KFS3398'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5398709821'~&~	~&~'KFS5398709821'~&~	~&~'1'~&~	~&~'kqjacint'~&~	~&~'KFS2777'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5400901960'~&~	~&~'KFS5400901960'~&~	~&~'1'~&~	~&~'mafenton'~&~	~&~'KFS3917'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5401106715'~&~	~&~'KFS5401106715'~&~	~&~'1'~&~	~&~'lrborows'~&~	~&~'KFS2659'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5402206934'~&~	~&~'KFS5402206934'~&~	~&~'1'~&~	~&~'lrbasso'~&~	~&~'KFS2870'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5403600079'~&~	~&~'KFS5403600079'~&~	~&~'1'~&~	~&~'kbarnes'~&~	~&~'KFS3231'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5412209968'~&~	~&~'KFS5412209968'~&~	~&~'1'~&~	~&~'trfurst'~&~	~&~'KFS3997'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5413104033'~&~	~&~'KFS5413104033'~&~	~&~'1'~&~	~&~'bunnell'~&~	~&~'KFS1071'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5416508423'~&~	~&~'KFS5416508423'~&~	~&~'1'~&~	~&~'lrwester'~&~	~&~'KFS1470'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5420400165'~&~	~&~'KFS5420400165'~&~	~&~'1'~&~	~&~'rrstephe'~&~	~&~'KFS3669'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5421008748'~&~	~&~'KFS5421008748'~&~	~&~'1'~&~	~&~'edrye'~&~	~&~'KFS2873'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5423102694'~&~	~&~'KFS5423102694'~&~	~&~'1'~&~	~&~'gkraus'~&~	~&~'KFS3199'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5424404553'~&~	~&~'KFS5424404553'~&~	~&~'1'~&~	~&~'vmagnuso'~&~	~&~'KFS3137'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5430509566'~&~	~&~'KFS5430509566'~&~	~&~'1'~&~	~&~'hadfield'~&~	~&~'KFS2764'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5437005344'~&~	~&~'KFS5437005344'~&~	~&~'1'~&~	~&~'kegbert'~&~	~&~'KFS2840'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5448802231'~&~	~&~'KFS5448802231'~&~	~&~'1'~&~	~&~'crtoth'~&~	~&~'KFS3861'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5452902895'~&~	~&~'KFS5452902895'~&~	~&~'1'~&~	~&~'erdocker'~&~	~&~'KFS3683'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5454406993'~&~	~&~'KFS5454406993'~&~	~&~'1'~&~	~&~'talden'~&~	~&~'KFS3188'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5455507137'~&~	~&~'KFS5455507137'~&~	~&~'1'~&~	~&~'kemenese'~&~	~&~'KFS3245'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5464509740'~&~	~&~'KFS5464509740'~&~	~&~'1'~&~	~&~'boman'~&~	~&~'KFS1046'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5468701656'~&~	~&~'KFS5468701656'~&~	~&~'1'~&~	~&~'lrsegura'~&~	~&~'KFS3926'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5469103838'~&~	~&~'KFS5469103838'~&~	~&~'1'~&~	~&~'sgarris'~&~	~&~'KFS3010'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5472506840'~&~	~&~'KFS5472506840'~&~	~&~'1'~&~	~&~'bred'~&~	~&~'KFS3780'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5476301425'~&~	~&~'KFS5476301425'~&~	~&~'1'~&~	~&~'aseals'~&~	~&~'KFS3759'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5483808706'~&~	~&~'KFS5483808706'~&~	~&~'1'~&~	~&~'jrnickel'~&~	~&~'KFS3341'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5498505504'~&~	~&~'KFS5498505504'~&~	~&~'1'~&~	~&~'ndarr'~&~	~&~'KFS1049'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5505306341'~&~	~&~'KFS5505306341'~&~	~&~'1'~&~	~&~'hreber'~&~	~&~'KFS3634'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5505804257'~&~	~&~'KFS5505804257'~&~	~&~'1'~&~	~&~'jblaine'~&~	~&~'KFS3060'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5507604316'~&~	~&~'KFS5507604316'~&~	~&~'1'~&~	~&~'icarbaja'~&~	~&~'KFS3180'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5509109086'~&~	~&~'KFS5509109086'~&~	~&~'1'~&~	~&~'lssohn'~&~	~&~'KFS2369'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5511601466'~&~	~&~'KFS5511601466'~&~	~&~'1'~&~	~&~'vhouser'~&~	~&~'KFS3036'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5516501534'~&~	~&~'KFS5516501534'~&~	~&~'1'~&~	~&~'lsepps'~&~	~&~'KFS3936'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5518608449'~&~	~&~'KFS5518608449'~&~	~&~'1'~&~	~&~'hsnussba'~&~	~&~'KFS2969'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5525106066'~&~	~&~'KFS5525106066'~&~	~&~'1'~&~	~&~'vpatch'~&~	~&~'KFS3945'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'5525505651'~&~	~&~'KFS5525505651'~&~	~&~'1'~&~	~&~'isrosenf'~&~	~&~'KFS3729'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
