HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_EFFDT::TIMESTAMP~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~CONFIDENTIAL_POSN::VARCHAR~&~	~&~POS_STD_HRS_DFLT::DECIMAL~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~IU_NORM_WORK_MONTHS::DECIMAL~&~	~&~IU_PAY_MONTHS::DECIMAL~&~	~&~POS_DESCR::VARCHAR~&~	~&~SETID_DEPT::VARCHAR~&~	~&~POS_DEPTID::VARCHAR~&~	~&~RC_CD::VARCHAR~&~	~&~POS_UNION_CD::VARCHAR~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~SETID_JOBCODE::VARCHAR~&~	~&~JOBCODE::VARCHAR~&~	~&~JBCD_DESCR::VARCHAR~&~	~&~SETID_SALARY::VARCHAR~&~	~&~IU_DFLT_OBJ_CD::VARCHAR~&~	~&~IU_POSITION_TYPE::VARCHAR~&~	~&~POS_LOCK_USR_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00020271'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00020348'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00020716'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00020748'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021184'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021506'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021681'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021694'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021695'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021696'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021697'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00021767'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022120'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022258'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022259'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022704'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022769'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022771'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022783'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00022907'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023368'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023485'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023644'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023732'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023910'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023941'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023942'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023943'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00023944'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00024059'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00024173'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00024193'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00026148'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00026159'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00026345'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00026784'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027131'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027132'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-VPIT'~&~	~&~'66'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027133'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027138'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027316'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00027527'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
