HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ORG_FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FUND_GRP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~INC_EXP_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~SUB_FUND_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211105'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211106'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211106'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211107'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211107'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211108'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211108'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211109'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211109'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211501'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211501'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211502'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211502'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211503'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211503'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211504'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211504'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211505'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211505'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211506'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211506'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211507'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211507'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211508'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211508'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211509'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211509'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211701'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211701'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211702'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211702'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211703'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211703'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211704'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211704'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211705'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211705'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211706'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211706'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211707'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211707'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211708'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211708'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211709'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211709'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211901'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211901'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211902'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211902'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211903'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211903'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211904'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211904'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211905'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211905'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211906'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211906'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211907'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211907'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211908'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211908'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211909'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211909'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231402'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'39000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231402'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'39000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231406'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231406'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231409'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'37500.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231409'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'37500.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231416'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'30000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231416'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'30000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231417'~&~	~&~'LP'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231423'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231423'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231433'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'36000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231433'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'36000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231445'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'11000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231445'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'11000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231447'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'46000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231447'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'46000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231452'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
